"State","Credentials","Specialty","Opioid.Prescriber"
"PR","M.D.","General Practice",1
"NM","MD","Cardiology",1
"NM","MD","Obstetrics/Gynecology",0
"OH","O.D.","Optometry",0
"CA","MD","Emergency Medicine",1
"PA","DPM","Podiatry",0
"MO","MD","Emergency Medicine",1
"IL","NP","Nurse Practitioner",1
"SC","OD","Optometry",0
"IL","M.D.","Otolaryngology",0
"WI","MD","General Surgery",1
"NC","MD","Internal Medicine",1
"CA","MD","Family Practice",1
"NJ","N.P.","Nurse Practitioner",0
"GA","MD","Family Practice",1
"IL","PA-C","Physician Assistant",1
"AR","M.D.","Plastic and Reconstructive Surgery",1
"FL","PA-C","Physician Assistant",0
"FL","MD","Internal Medicine",1
"OK","APRN, CNS","Certified Clinical Nurse Specialist",0
"AL","CRNP","Nurse Practitioner",1
"MD","PA-C","Physician Assistant",1
"PA","M.D.","Family Practice",1
"NC","MD","Radiation Oncology",1
"WI","MD","Family Practice",1
"MO","DPM","Podiatry",0
"TX","MD","Emergency Medicine",1
"TX","P.A.-C","Physician Assistant",1
"CA","M.D.","Nephrology",1
"CT","PA-C","Physician Assistant",1
"VA","MD","Orthopedic Surgery",1
"AZ","PA","Physician Assistant",1
"FL","ARNP","Nurse Practitioner",0
"DC","M.D.","Student in an Organized Health Care Education/Training Program",0
"VA","M.D.","General Surgery",1
"NY","PA-C","Physician Assistant",1
"CA","M.D.","Ophthalmology",0
"CA","PA","Physician Assistant",1
"IL","MD","Internal Medicine",1
"NY","DDS","Dentist",0
"CO","ANP","Nurse Practitioner",1
"TX","M.D","Cardiology",1
"IN","MD","Internal Medicine",0
"GA","PA-C","Physician Assistant",0
"CA","MD","Urology",1
"WA","M.D.","Internal Medicine",1
"GA","MD","Family Practice",1
"LA","DDS","Dentist",0
"MN","DDS","Dentist",0
"SC","M.D.","Urology",1
"NY","MD","Neurology",0
"FL","M.D.","Internal Medicine",0
"HI","M.D.","Internal Medicine",0
"CA","M.D.","Allergy/Immunology",0
"MO","D.D.S., M.D.","Maxillofacial Surgery",1
"AZ","MD","Vascular Surgery",1
"OK","","Student in an Organized Health Care Education/Training Program",1
"MI","D.O.","Emergency Medicine",1
"CA","MD","Obstetrics/Gynecology",0
"AR","O.D.","Optometry",0
"MA","M.D., PH.D.","Psychiatry & Neurology",0
"NJ","M.D.","Internal Medicine",0
"CA","DDS","Dentist",0
"OR","PMHNP","Nurse Practitioner",0
"VA","NP","Nurse Practitioner",1
"CA","M.D.","Family Practice",1
"IL","MD, PHD, ABFP","Family Practice",1
"NY","M.D.","Internal Medicine",1
"MI","","Dentist",0
"CA","M.D.","Internal Medicine",1
"AL","MD","General Surgery",1
"OH","D.O.","Orthopedic Surgery",1
"MN","MD","Family Practice",1
"WI","APNP","Nurse Practitioner",1
"IL","M.D.","Internal Medicine",0
"KY","M.D.","Emergency Medicine",1
"MD","MD","Dermatology",0
"PA","M.D.","Ophthalmology",0
"MI","MD","Internal Medicine",1
"MI","M.D.","Hematology/Oncology",1
"CA","M.D.","Ophthalmology",0
"VA","M.D.","Family Practice",0
"CA","M.D.","Emergency Medicine",1
"MI","D.D.S.","Dentist",0
"PA","MD","Family Practice",1
"NY","DMD, MD, PLLC","Oral Surgery (dentists only)",1
"AR","M.D.","Family Practice",1
"MI","M.D.","Pulmonary Disease",1
"VA","M.D.","Anesthesiology",1
"NY","MD","Gastroenterology",1
"CA","OD","Optometry",0
"CA","MD","Hematology/Oncology",1
"SD","MD","Family Practice",1
"RI","MD","Internal Medicine",0
"CA","M.D.","Nephrology",1
"WV","DO","Family Practice",1
"MA","M.D.","Colorectal Surgery (formerly proctology)",1
"CA","M.D.","Student in an Organized Health Care Education/Training Program",0
"VA","MD","Family Practice",1
"CA","MD","Internal Medicine",1
"AR","MD","Family Practice",1
"NC","M.D.","Internal Medicine",1
"TX","MD","Nephrology",1
"NY","MD","Internal Medicine",1
"FL","M.D., P.A.","Psychiatry",0
"MI","D.O.","Internal Medicine",0
"NC","MPA, MSED, ATC, PA-C","Physician Assistant",1
"AR","O.D.","Optometry",0
"NV","MD","Infectious Disease",0
"OH","D O","Internal Medicine",1
"MD","M.D., M.H.S.","Nephrology",1
"TX","M.D.","Emergency Medicine",1
"TX","M.D.","Urology",1
"CA","MD.","Family Medicine",0
"FL","M.D.","Family Practice",1
"IA","ARNP","Nurse Practitioner",1
"CA","M.D.","Internal Medicine",1
"CO","P.A.","Physician Assistant",1
"NY","DDS","Dentist",0
"CA","M.D., PH.D.","Psychiatry",0
"OH","M.D.","Internal Medicine",1
"MO","M.D.","Family Practice",1
"PA","CRNP","Nurse Practitioner",1
"CA","DDS","Dentist",0
"CT","DMD","Dentist",0
"KY","ARNP","Nurse Practitioner",0
"NV","M.D.","Anesthesiology",1
"AL","MD","Gastroenterology",0
"FL","M.D.","Family Practice",0
"PA","M. D.","Psychiatry",0
"TX","O.D.","Optometry",0
"IN","MD","Family Practice",1
"CA","M.D.","Allergy/Immunology",0
"HI","M.D.","Infectious Disease",0
"VA","DPM","Podiatry",0
"MA","M.D","Nephrology",0
"NC","PA-C","Physician Assistant",1
"NE","M.S., N.P.-C","Nurse Practitioner",0
"NY","","Internal Medicine",1
"FL","P.A.-C","Physician Assistant",1
"NY","DDS","Dentist",0
"MO","D.O.","Emergency Medicine",1
"NY","","Internal Medicine",1
"IL","M.D.","Internal Medicine",1
"NY","MD","Emergency Medicine",1
"IL","MD","Internal Medicine",1
"CA","MD","Internal Medicine",1
"CA","PA-C","Physician Assistant",1
"WI","N.P.","Nurse Practitioner",0
"OH","MD","Internal Medicine",1
"FL","MD","Internal Medicine",1
"VA","M.D.","General Surgery",1
"TN","MD","Obstetrics/Gynecology",0
"NY","MD","Obstetrics/Gynecology",0
"CA","M.D.","Internal Medicine",0
"CA","MD","Urology",1
"NC","M. D.","Ophthalmology",0
"NY","M.D.","Family Practice",0
"MI","D.D.S.","Dentist",0
"PA","M.D.","Internal Medicine",0
"NJ","M.D.","Internal Medicine",0
"MD","M.D.","Orthopedic Surgery",1
"FL","M.D.","Cardiology",1
"PA","M.D.","General Surgery",1
"SC","MD","Internal Medicine",1
"LA","MD","Obstetrics/Gynecology",0
"CA","M.D.","General Surgery",1
"CA","D.D.S.","Dentist",0
"KY","FNP-BC","Nurse Practitioner",1
"OH","CNP","Nurse Practitioner",0
"SC","M.D.","Urology",1
"NM","M.D.","Hematology/Oncology",0
"MD","D.D.S.","Dentist",0
"CA","M.D","Family Practice",1
"NY","M.D.","Psychiatry",0
"OH","MD","Gastroenterology",0
"MI","M.D.","Internal Medicine",1
"NJ","MD","Neuropsychiatry",0
"WY","D.O.","Student in an Organized Health Care Education/Training Program",1
"PA","M.D.","Obstetrics/Gynecology",0
"FL","ARNP","Nurse Practitioner",0
"NJ","OD","Optometry",0
"AE","M.D.","Internal Medicine",1
"TX","MD","Family Practice",1
"NC","M.D.","Psychiatry",0
"MD","PA-C","Physician Assistant",1
"CA","MD","Internal Medicine",1
"OR","MD","General Practice",1
"OH","MD","Pulmonary Disease",0
"CA","MD","Psychiatry",0
"MN","O.D.","Optometry",0
"NY","M.D.","Gastroenterology",1
"DC","MD","Pulmonary Disease",0
"MS","MD","General Surgery",1
"CT","","Physician Assistant",0
"MN","MD","Family Practice",1
"TN","M.D.","Urology",1
"MA","MD","Pediatric Medicine",1
"CA","P.A","Physician Assistant",1
"PA","MD","Cardiac Electrophysiology",0
"NY","RPA-C","Physician Assistant",1
"NY","M.D.","Otolaryngology",0
"TX","MD","General Practice",1
"WA","MD","Internal Medicine",0
"OH","DO","Family Practice",1
"NY","OD","Optometry",0
"MD","M.D.","Dermatology",0
"VA","M.D.","Internal Medicine",1
"OH","CNP","Nurse Practitioner",0
"MN","MD","Nephrology",0
"ND","M.D.","Internal Medicine",1
"PR","M.D.","General Practice",1
"CA","PAC","Physician Assistant",1
"CO","NP","Nurse Practitioner",1
"PA","D.M.D.","Dentist",0
"WV","M.D.","Psychiatry",1
"TN","FNP","Nurse Practitioner",1
"NY","M.D.","Student in an Organized Health Care Education/Training Program",0
"CT","M.D.","Physical Medicine and Rehabilitation",1
"PA","MD","Emergency Medicine",1
"PA","MD","Psychiatry & Neurology",0
"VA","M.D.","Dermatology",0
"TX","M.D.","Orthopedic Surgery",1
"ID","FPMH-NP","Nurse Practitioner",0
"TX","MD","Otolaryngology",1
"KS","MD","Diagnostic Radiology",0
"WY","MD","Radiation Oncology",1
"CA","MD","Family Practice",1
"CA","FNP-BC","Nurse Practitioner",0
"MD","MD","Internal Medicine",0
"KY","PA-C","Physician Assistant",0
"CA","N.P.","Registered Nurse",0
"PA","MD","Pain Management",1
"NM","MD","Family Practice",1
"IL","M.D.","Gastroenterology",0
"CA","MD","Diagnostic Radiology",0
"VA","MD","Internal Medicine",0
"NJ","MD","Internal Medicine",0
"HI","M.D.","Emergency Medicine",1
"TN","CFNP","Nurse Practitioner",1
"CT","M.D.","Obstetrics/Gynecology",0
"TX","M.D.","Family Practice",1
"PA","DO","Psychiatry & Neurology",0
"ME","MD","Family Practice",1
"FL","MD","Emergency Medicine",1
"IL","N.P.","Nurse Practitioner",1
"NC","M.D.","Infectious Disease",0
"NY","MD","Internal Medicine",1
"ND","NFP","Nurse Practitioner",1
"CA","MD","Internal Medicine",1
"TX","D.D.S.","Dentist",0
"FL","ARNP-BC","Nurse Practitioner",1
"MI","DPM","Podiatry",0
"PA","DDS","Dentist",0
"WI","MD","Family Practice",1
"AR","M.D.","Psychiatry",0
"IN","MD","Family Practice",1
"TN","MD","Obstetrics/Gynecology",1
"FL","MD","Internal Medicine",1
"NC","MD","Family Practice",1
"FL","MD","General Practice",1
"TX","MD","Internal Medicine",1
"MA","PA","Physician Assistant",1
"MI","MD","Internal Medicine",1
"UT","MD","Internal Medicine",1
"CO","FNP","Nurse Practitioner",1
"MI","DDS","Dentist",1
"MA","M.D.","Gastroenterology",0
"IL","D.D.S.","Dentist",0
"IL","M.D.","Emergency Medicine",1
"AZ","M.D.","Allergy/Immunology",0
"WA","D.D.S.","Dentist",0
"AL","MD","Emergency Medicine",1
"NC","","Dentist",0
"TN","DDS","Dentist",0
"IN","MD","Cardiology",0
"VA","CPNP","Nurse Practitioner",0
"OH","DDS","Dentist",0
"NC","D.O.","Internal Medicine",1
"CT","A.P.R.N.","Nurse Practitioner",1
"MI","M.D.","Pulmonary Disease",0
"TN","M.D.","Rheumatology",1
"MI","D.O.","Family Practice",1
"TX","M.D.","Neurology",0
"OH","M.D","Orthopedic Surgery",1
"MI","M.D.","Ophthalmology",1
"CO","M.D.","Family Practice",0
"NY","MD","Internal Medicine",1
"KY","APRN","Nurse Practitioner",1
"TX","M.D.","Plastic and Reconstructive Surgery",1
"MN","M.D.","Ophthalmology",0
"WA","MD","Emergency Medicine",1
"MO","MD","Orthopedic Surgery",1
"NC","","Nurse Practitioner",0
"ME","FNP","Nurse Practitioner",1
"AR","APN","Nurse Practitioner",0
"WA","MD","Internal Medicine",1
"PA","D.M.D.","Dentist",0
"WA","MD","Internal Medicine",1
"CT","MD","Obstetrics/Gynecology",0
"PA","MD","Internal Medicine",1
"MN","PA","Physician Assistant",1
"FL","D.D.S.","Dentist",1
"NJ","D.M.D.","Dentist",1
"GA","OD","Optometry",0
"IL","M.D.","Emergency Medicine",1
"IN","M.D.","Neurology",0
"FL","MD","Hand Surgery",1
"IN","FNP-C","Nurse Practitioner",0
"MN","MD","Internal Medicine",1
"OH","M.D.","Student in an Organized Health Care Education/Training Program",1
"NY","MD","Psychiatry",0
"PA","CRNP","Nurse Practitioner",0
"VA","MD","Otolaryngology",0
"CA","MD","Internal Medicine",0
"MS","MD","Emergency Medicine",1
"CO","O.D.","Optometry",0
"CT","O.D.","Optometry",0
"IL","MD","Allergy/Immunology",0
"TX","M.D.","Internal Medicine",1
"TN","P.A.-C.","Physician Assistant",1
"NJ","MD","Family Practice",1
"CT","M.D.","Psychiatry & Neurology",0
"CT","MD","Nephrology",0
"WI","MD","Psychiatry",0
"OH","D.O.","Internal Medicine",1
"IN","MD","Family Practice",1
"OH","MD","Family Practice",1
"MO","MD","Internal Medicine",0
"NJ","MD","Family Practice",1
"WA","M.D.","Internal Medicine",1
"AR","MD","Pain Management",1
"OH","M.D.","Internal Medicine",1
"LA","MD","Family Practice",1
"CT","M.D.","Psychiatry & Neurology",0
"NE","MD","Orthopedic Surgery",1
"KY","","Oral Surgery (dentists only)",1
"TX","PA","Physician Assistant",1
"FL","PA-C","Nurse Practitioner",0
"LA","N.P.","Nurse Practitioner",0
"MA","M.D.","Internal Medicine",1
"WV","MD","Gastroenterology",0
"VA","MD","General Surgery",1
"WV","M.D.","General Practice",1
"NY","MD","Cardiology",0
"MA","M.D.","Family Practice",0
"TX","NP","Nurse Practitioner",1
"CA","D.O.","Emergency Medicine",1
"CA","M.D.","Ophthalmology",0
"CO","M.D.","Medical Oncology",1
"NM","M.D.","Family Practice",0
"MA","MD","Dermatology",1
"MI","DDS","Dentist",0
"MD","P.A.","Physician Assistant",1
"FL","ARNP-BC","Nurse Practitioner",0
"NM","M.D.","Urology",1
"MA","DMD","Dentist",0
"PA","PA-C","Physician Assistant",0
"CA","MD","Neuropsychiatry",0
"MD","M.D.","Internal Medicine",1
"AZ","M.D.","Neurology",0
"IL","MD","Internal Medicine",1
"TN","MD","Dermatology",0
"NC","MD","Emergency Medicine",1
"WI","M.D.","Student in an Organized Health Care Education/Training Program",1
"FL","MD","Family Practice",1
"OH","MD","Family Practice",1
"NY","D.O.","Family Practice",1
"CA","","Family Practice",1
"MO","MD","Psychiatry",1
"FL","D.M.D.","Dentist",1
"NJ","M.D.","Plastic and Reconstructive Surgery",1
"FL","D.O.","Orthopedic Surgery",1
"NY","D.O.","Student in an Organized Health Care Education/Training Program",0
"PA","MD","Emergency Medicine",1
"MD","NURSE PRACTITIONER","Nurse Practitioner",0
"VA","MD","Gastroenterology",1
"CA","MD","Internal Medicine",1
"MI","CNP","Nurse Practitioner",1
"TX","DDS","Dentist",0
"ME","FNP","Nurse Practitioner",1
"PA","","Emergency Medicine",0
"OK","PA","Physician Assistant",1
"NJ","D.M.D.","Dentist",0
"MO","MD","Internal Medicine",1
"OH","M.D.","Family Practice",0
"MI","MD","Gastroenterology",1
"CA","MD","Emergency Medicine",1
"TN","M.D.","Internal Medicine",1
"NY","PA","Physician Assistant",1
"PA","M.D.","Anesthesiology",0
"KY","M.D.","Family Practice",1
"NJ","M.D.","Internal Medicine",1
"OR","DMD MS","Dentist",0
"PA","MD","Psychiatry",0
"TN","FNP","Family Practice",0
"MA","NP","Nurse Practitioner",0
"KS","ARNP","Nurse Practitioner",1
"IN","MD","Psychiatry",0
"IN","MD","Family Practice",1
"NY","DDS","Dentist",0
"WI","DDS","Dentist",0
"WI","","Emergency Medicine",1
"CA","MD","Internal Medicine",1
"AZ","PA-C","Physician Assistant",0
"VT","M.D.","Ophthalmology",0
"NJ","D.O.","Family Practice",1
"IL","M.D.","Diagnostic Radiology",0
"NY","MD","Physical Medicine and Rehabilitation",1
"WA","MD","Internal Medicine",1
"VA","M.D.","Family Practice",1
"CA","FNP","Nurse Practitioner",0
"NY","PA","Physician Assistant",1
"VT","M.D.","Medical Oncology",1
"IL","MD","Infectious Disease",0
"WI","M.D.","Orthopedic Surgery",1
"SD","MD","Emergency Medicine",1
"NH","MD","Student in an Organized Health Care Education/Training Program",1
"CA","MD","Orthopedic Surgery",1
"ND","MD","Family Practice",1
"TX","M.D.","Internal Medicine",1
"MO","M.D.","Family Practice",1
"NY","MD","Cardiology",0
"GA","D.D.S.","Dentist",0
"MA","M.D.","Psychiatry",0
"NJ","MD","Obstetrics/Gynecology",0
"IN","APN, BC","Nurse Practitioner",0
"PA","D.O.","Internal Medicine",0
"PA","MD","Sports Medicine",1
"OH","M.B.B.S.","Student in an Organized Health Care Education/Training Program",0
"IL","NP-C","Nurse Practitioner",1
"NE","APRN","Nurse Practitioner",1
"MN","RN, FNP","Nurse Practitioner",1
"TN","NP","Nurse Practitioner",1
"MS","M.D.","Internal Medicine",1
"CA","M.D.","Critical Care (Intensivists)",0
"OH","M.D","Ophthalmology",0
"NJ","M.D.","Emergency Medicine",1
"NJ","MD","Urology",0
"KY","APRN","Nurse Practitioner",1
"GA","MD","Family Practice",1
"CO","MD","Internal Medicine",1
"TX","PA","Physician Assistant",1
"NY","DDS","Dentist",0
"MA","M.D.","Psychiatry",0
"NJ","M.D.","Internal Medicine",1
"WI","NP","Nurse Practitioner",1
"MI","M.D.","Internal Medicine",1
"OH","MD","Gastroenterology",0
"CA","MD","Internal Medicine",1
"IL","M.D.","Psychiatry",0
"TX","M.D.","Pain Management",1
"CA","M.D.","Psychiatry",0
"MO","M.D.","Obstetrics/Gynecology",1
"ME","NP, CNM","Nurse Practitioner",1
"OK","PA-C","Physician Assistant",1
"KY","DMD","Dentist",0
"WI","MD","Hematology/Oncology",1
"AZ","DO","Family Practice",1
"TX","DDS","Dentist",1
"AZ","P.A.","Physician Assistant",1
"AL","MD","Family Practice",1
"MN","PA","Physician Assistant",1
"TX","M.D.","Family Practice",1
"MA","M.D.","Internal Medicine",1
"TN","D.M.D","Dentist",1
"CT","MD","Psychiatry & Neurology",0
"ND","DO","Family Practice",1
"AZ","ANP-BC","Nurse Practitioner",0
"NC","","Student in an Organized Health Care Education/Training Program",1
"MI","PA-C","Physician Assistant",1
"LA","DDS","Dentist",1
"MI","D.O.","Family Practice",1
"NY","M.D.","Neurosurgery",1
"MS","M.D.","Family Practice",1
"NH","DO","Family Practice",1
"MA","DMD","Dentist",0
"KS","PA","Physician Assistant",1
"FL","DMD","Dentist",1
"CO","O.D.","Optometry",0
"NJ","PA-C, MS","Physician Assistant",1
"NY","M.D.","Physical Medicine and Rehabilitation",1
"NY","D.D.S.","Dentist",0
"OH","MD IN TRAINING","Student in an Organized Health Care Education/Training Program",0
"CA","M.D.","Psychiatry & Neurology",0
"FL","M.D.","Dermatology",0
"GA","NP-C","Nurse Practitioner",0
"TX","DDS","Dentist",0
"IL","MD","Family Practice",1
"CA","MD","Internal Medicine",0
"TX","M.D","Dentist",0
"IL","RN, CNP","Nurse Practitioner",1
"OH","DO","Neurosurgery",1
"SC","P.A.","Physician Assistant",1
"LA","PA","Physician Assistant",1
"CA","MD","Obstetrics/Gynecology",0
"MD","P.A.","Physician Assistant",0
"DE","M.D.","Cardiology",0
"WI","M.D.","Urology",1
"FL","MD","General Surgery",1
"CA","M.D.","Endocrinology",0
"FL","M.D.","Orthopedic Surgery",1
"OH","MD","Family Practice",1
"MS","DO","Family Practice",1
"WA","MD","Family Practice",1
"TX","PA-C","Physician Assistant",1
"SC","M.D.","Internal Medicine",1
"NJ","M.D.","Dermatology",0
"MN","MD","Emergency Medicine",1
"VA","PA-C","Physician Assistant",1
"MO","DDS","Dentist",1
"OH","DPM","Podiatry",1
"MI","PA-C","Physician Assistant",1
"TX","DDS","Dentist",0
"WI","OD","Optometry",0
"MD","M.D.","Gastroenterology",1
"NJ","D.M.D.","Dentist",0
"CA","P.A.","Physician Assistant",0
"FL","MD","Cardiology",1
"CA","","Obstetrics/Gynecology",0
"FL","M.D.","Ophthalmology",1
"IL","M.D.","Internal Medicine",1
"NY","MD","Anesthesiology",1
"FL","DMD","Dentist",1
"FL","DMD","Dentist",0
"FL","MD","Family Practice",1
"FL","DDS","Dentist",0
"NJ","M.D.","Family Practice",1
"MO","MD","Psychiatry",0
"VA","M.D.","Endocrinology",0
"CA","M.D.","Neurology",0
"CT","APRN","Nurse Practitioner",1
"LA","PA","Physician Assistant",1
"FL","MD","Pain Management",1
"WI","O.D.","Optometry",0
"PA","CRNP,MSN,BC","Nurse Practitioner",0
"NY","MD","Psychiatry & Neurology",0
"PA","DO","Family Medicine",1
"IA","MD","Family Practice",1
"CA","MD","Family Practice",1
"MO","M.D.","Ophthalmology",0
"NY","D.O.","Family Practice",1
"MO","MSN, FNP-C","Nurse Practitioner",0
"NJ","DO","Internal Medicine",0
"CA","MD","Nephrology",0
"MO","MD","Internal Medicine",1
"AZ","MD","Internal Medicine",0
"VA","MD","Psychiatry",0
"NY","ANP","Nurse Practitioner",1
"CT","MD","Allergy/Immunology",0
"FL","D.O., D.O.S.","Optometry",0
"KY","ARNP","Nurse Practitioner",0
"CA","M.D.","Internal Medicine",1
"NC","MD","Rheumatology",1
"OH","DDS","Dentist",0
"IA","D.O.","Gastroenterology",0
"TX","D.D.S.","Dentist",1
"DC","M.D.","Psychiatry",0
"FL","A.R.N.P.","Nurse Practitioner",0
"NC","MD","Emergency Medicine",1
"CA","M.D.","Emergency Medicine",1
"WA","M.D.","Orthopedic Surgery",1
"TN","M.D.","Internal Medicine",1
"TX","MD","Family Practice",1
"SC","MD","Obstetrics/Gynecology",0
"NJ","M.D.","Internal Medicine",1
"OR","DMD","Dentist",1
"CT","D.O.","Family Practice",1
"NC","M.D.","Student in an Organized Health Care Education/Training Program",1
"NY","","Nurse Practitioner",0
"NC","D.D.S.","Dentist",1
"LA","M.D.","Urology",1
"IL","PA-C","Physician Assistant",1
"OH","MD","Gastroenterology",0
"NY","M.D.","Unknown Physician Specialty Code",1
"IL","D.D.S.","Dentist",0
"OK","OD","Optometry",0
"IA","O.D.","Optometry",0
"KY","MD","Cardiology",0
"NY","MD","Family Practice",1
"IL","M.D.","Internal Medicine",1
"NY","NP","Nurse Practitioner",0
"OH","M.D","Student in an Organized Health Care Education/Training Program",1
"GA","MD","Family Practice",1
"WI","MD","Internal Medicine",1
"WI","DDS","Dentist",0
"OR","MD","Pediatric Medicine",0
"NJ","M.D.","Internal Medicine",1
"VA","PA-C","Physician Assistant",1
"MI","D.O.","Internal Medicine",1
"IN","MD","Internal Medicine",0
"MA","NP","Nurse Practitioner",0
"FL","NURSE PRACTITIONER","Nurse Practitioner",1
"NY","MD","Internal Medicine",1
"NY","FNP","Nurse Practitioner",0
"PA","D.O.","Obstetrics/Gynecology",1
"FL","O.D.","Optometry",0
"MD","M.D.","Obstetrics/Gynecology",0
"LA","M.D.","Family Practice",1
"NE","MD","Orthopedic Surgery",1
"TX","D.O.","Internal Medicine",1
"TN","MD","Endocrinology",0
"MT","D.O.","Internal Medicine",1
"TN","D.O.","Osteopathic Manipulative Medicine",1
"AZ","P.A.-C.","Physician Assistant",1
"WV","MD","Family Practice",1
"PA","MD","Neuropsychiatry",0
"CT","D.O.","Psychiatry & Neurology",0
"IL","PA-C","Physician Assistant",1
"KY","MD","Ophthalmology",1
"KS","P.A.-C","Physician Assistant",0
"PA","MD","Pulmonary Disease",1
"IN","M.D.","Family Practice",1
"FL","MD","Physical Medicine and Rehabilitation",1
"MO","MD","Cardiology",0
"TX","MD","General Surgery",1
"NC","MD","Family Practice",1
"TX","MD","Internal Medicine",1
"GA","P.A","Physician Assistant",1
"AL","D.M.D.","Dentist",1
"AK","PA-C","Physician Assistant",0
